Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name,Electric-Only Range,PHEV Total Range,PHEV Type,Notes,Drivetrain
23,41,1,223,9,Epic Minivan,1999,67,73,,20,26,,single-speed,,,,,Chrysler,http://www.chrysler.com,Van,ELEC,Electric,Dedicated,,,,,
600,41,1,225,9,Caravan EPIC,1999,67,,,,26,,single-speed,,,,,Dodge,http://www.dodge.com,Van,ELEC,Electric,Dedicated,,,,,
37,41,1,219,25,Ranger EV-Lead Acid,1999,38,44,,16,21,,single-speed,,,,,Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated,,,,,
51,41,1,219,25,Ranger EV-NiMH,1999,0,0,,16,21,,single-speed,,,,,Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated,,,,,
43,41,1,317,27,EV1-Lead Acid,1999,30,25,,0,0,,single speed w/dual reduction,"Three Phase, Alternating Current, AC Induction",,,,General Motors EV,,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
52,41,1,317,27,EV1-NiMH,1999,34,30,,0,0,,single speed w/dual reduction,,,,,General Motors EV,,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
26,41,1,209,27,EV Plus,1999,49,51,,20,28,,"single-speed, reduction gear",,,0,,Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
47,41,1,217,27,Altra EV,1999,30,34,,0,0,,transaxle w/2-stage gear set,,,0,,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
29,41,1,319,9,CitiVan,1999,8.5,,,0,0,,"single-speed, fixed ratio",,,,,Solectria,http://www.solectria.com,Van,ELEC,Electric,Dedicated,,,,,
30,41,1,319,25,Flash,1999,,,,0,0,,"single-speed, fixed ratio",,,,,Solectria,http://www.solectria.com,Pickup,ELEC,Electric,Dedicated,,,,,
32,41,1,319,27,Force Lead Acid,1999,13.7,,,30,34,,"single-speed, fixed ratio",,,,,Solectria,http://www.solectria.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
31,41,1,319,27,Force NiCd,1999,13.7,,,30,34,,"single-speed, fixed ratio",,,,,Solectria,http://www.solectria.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
582,41,1,221,29,RAV4-EV NiMH,1999,29,37,,22,26,,single speed,,,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
50,41,1,221,29,RAV4-EV PbA,1999,29,37,,22,26,,single speed,,,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
12,41,1,215,25,Chevrolet S-10,1998,94,86,,28,34,,single-speed,,,,,Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,Dedicated,,,,,
11,41,1,215,25,Chevrolet S-10 PbA,1998,45,41,,28,34,,single-speed,,,,,Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,Dedicated,,,,,
1,41,1,219,25,Ranger EV,1998,0,0,,0,0,,automatic,"high-efficiency, 3-phase AC induction motor",,0,,Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated,,,,,
594,41,1,317,27,"EV1-NiMH (CA,AZ)",1998,34,30,,,,,single speed w/dual reduction,,,,,General Motors EV,,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
593,41,1,317,27,"EV1 - PbA (CA, AZ)",1998,30,25,,0,0,,single speed w/dual reduction,"Three Phase, Alternating Current, AC Induction",,,,General Motors EV,,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
3,41,1,209,27,EV Plus,1998,100,84,,0,0,,"single-speed, reduction gear",,,0,,Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
596,41,1,221,29,RAV4-EV NiMH (Flts.),1998,29,37,,22,26,,single speed,,,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
595,41,1,221,29,RAV4-EV PbA (Fleets),1998,29,37,,22,26,,single speed,,,,,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,,,,,
616,41,1,215,25,Chevrolet S-10 PbA,1997,45,41,,28,34,,single-speed,,,,,Chevrolet,http://www.chevrolet.com,Pickup,ELEC,Electric,Dedicated,,,,,
601,41,1,219,25,Ranger EV,1997,0,0,,0,0,,automatic,"high-efficiency, 3-phase AC induction motor",,0,,Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated,,,,,
214,41,1,317,27,EV1-Lead Acid,1997,26,26,,,,,single speed w/dual reduction,"Three Phase, Alternating Current, AC Induction",,,,General Motors EV,,Sedan/Wagon,ELEC,Electric,Dedicated,,,,,
630,41,1,225,9,Plymouth TE Van,1995,,,,,,,4-speed automatic,,,6,,Dodge,http://www.dodge.com,Van,ELEC,Electric,Dedicated,,,,,
